% source: http://cs.joensuu.fi/sipu/datasets/
%
% Synthetic 2-d data with N=5000 vectors and M=15 Gaussian clusters with different degree of cluster overlapping.
%
% P. Fränti and O. Virmajoki, "Iterative shrinking method for clustering problems", Pattern Recognition, 39 (5), 761-765, May 2006.
%
@RELATION s-set2

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL

@DATA
804909,659876
828224,658191
865774,654156
831381,628919
831414,641690
808631,648619
789304,619247
845460,690530
836208,638514
868895,604801
808291,631630
894943,635233
864186,639299
841314,705207
623573,252933
551501,163944
542414,323445
543918,261399
569298,222324
617516,155138
492219,176220
599902,344442
595923,301961
561290,237997
557171,300772
515461,280908
593235,212579
599791,239507
604067,254704
602097,293208
528532,271983
612097,204266
539684,261404
490360,160125
624439,284325
531766,227178
564691,253901
503485,225519
582912,368192
570399,302552
554412,259217
565947,253914
544626,261639
573542,228366
589472,240707
621853,235743
583727,240847
512999,279524
590219,205918
557291,235283
562609,261858
573223,256679
577033,261125
618685,246895
563806,242703
572797,264895
537958,171180
564558,251534
578430,260413
495770,314954
551139,304558
654533,234925
574254,246150
546542,224111
560338,216298
676848,196504
562287,210155
589172,296436
600350,211786
531053,241400
528764,238969
555973,241310
543279,201456
569679,227969
486998,186575
493599,274738
526990,234634
578346,257049
579387,214941
560117,210841
629472,276224
565964,245190
527110,273244
545421,190964
560155,172391
561378,248389
652718,214098
577674,230794
564281,248028
537828,245621
559807,248525
565040,265155
559796,237778
567364,284685
641053,302784
535370,222161
491034,294190
578789,227708
493843,284614
577923,208670
601465,233213
582776,232737
597019,238045
547708,261848
517797,231794
557925,315216
547397,204912
567028,240598
573124,241739
589736,306268
568682,234935
655580,263955
479452,292158
570515,250347
558916,242376
540452,314834
647754,219941
566630,249854
542945,138182
553960,261006
569226,276648
564946,247303
580188,355722
526519,171753
587283,244407
552210,250433
611343,258279
561853,312878
584508,218932
569499,258173
596805,276457
535593,143445
541643,260772
561550,249062
486280,298784
500130,217874
581491,248451
540572,254309
587211,212643
635603,258029
571211,249486
557092,237979
608511,224883
450541,268972
662544,262982
632742,204460
668355,167208
560443,253200
511472,197858
550115,259569
515463,270311
545539,195363
590449,254253
570787,246876
628713,228930
556580,229133
593632,266999
526382,240215
461510,212553
550952,216322
644419,196985
655814,200692
576564,168998
568570,254388
544728,151536
552544,258173
582510,232791
576350,289752
595209,248589
567870,284151
509669,309353
557305,245969
543639,242836
582187,245841
561214,239273
603094,315792
572393,258106
563936,163930
627272,253882
568248,211315
454114,291335
580020,185292
542857,258775
536737,275481
604791,256206
598596,199243
536423,156254
674097,262961
532044,241957
542553,222643
538243,205298
638901,233978
513685,127049
564828,185324
569149,273951
516087,229278
640460,282399
555527,227043
490765,271309
590339,151183
606457,178066
565975,287165
579551,211325
666462,219600
571916,294434
515494,253115
578997,247283
583084,269586
569736,251512
582050,243429
637274,267038
581758,242967
497313,297574
601745,230592
564593,278352
554695,250159
619204,203719
542873,281338
565013,238020
612309,248937
629933,177081
529425,255876
601962,303111
534272,194510
607232,201813
617934,213483
559992,244251
566515,247483
581817,347897
600735,234314
564311,254362
564132,239716
561656,242624
547473,262112
509737,204519
581769,191909
539373,231216
558473,234860
459924,277087
586499,197457
586128,243241
601985,250442
515475,251181
580859,243392
577874,256023
655529,240291
553779,243274
512392,202849
581035,264175
635019,226082
618233,210833
602261,221960
584584,235919
662479,223092
616652,307558
590474,215673
561055,225512
558663,250565
595705,316516
589593,241270
564408,247897
547925,232626
525888,230875
559240,240249
570386,231491
561177,247456
562305,275914
568231,233130
526274,305191
565846,244841
564036,255414
528877,273151
574944,277533
612380,276270
591223,320663
541329,196623
577613,280332
626744,239346
582718,244124
591505,233934
551312,227570
596206,224820
580534,268471
529314,224370
593206,175998
558061,254532
613366,287092
666984,183146
565702,254553
538772,246049
563724,246984
623575,196956
500592,285439
554520,251229
573815,259122
571703,282834
547746,209518
532663,169014
542244,254907
544774,237828
548284,298188
577315,265541
553770,259089
537145,284535
648244,253375
547437,230967
603002,245119
591147,239033
539114,314805
576311,252568
545197,218960
570793,227019
672748,143913
529094,226356
589826,179519
560758,250715
561914,247616
585992,242098
458197,305419
560666,209489
588776,218486
513517,230867
546341,266740
492744,288489
503990,233888
560394,218674
595703,240879
573398,194369
551504,163718
557729,241086
604381,310175
256910,767396
216249,729239
254116,748223
200897,724520
237599,737826
256884,794543
259353,675965
231574,696781
287834,722534
350191,686690
294847,707911
268507,721783
275228,692003
263839,718176
256048,743012
171374,680720
257301,742004
246193,781969
254996,718603
267628,718046
189013,722025
250283,811050
260461,743971
307642,768800
252078,721273
243511,729025
250998,756247
305422,749954
330971,748510
301925,681732
258289,747532
218066,652984
268582,750393
309307,676449
297392,837410
212684,744675
256364,741672
260803,732103
293378,730822
242768,720008
275500,729880
265037,605686
241019,755172
191241,788512
255886,727572
315723,708334
234688,718141
205548,820577
210438,672028
268715,766646
212151,726042
299298,716848
391506,745793
265410,761230
380778,761351
301915,642007
288109,751211
221650,852250
203861,729571
258191,719517
276360,722572
250153,705149
225440,777239
263300,708862
209638,779903
265687,728957
219148,671608
202313,803556
260246,744148
353731,733108
361882,664820
258354,712117
344580,833937
241344,757443
286128,759627
255492,699125
246953,837747
281449,742170
244978,741020
281490,707769
318257,689616
318320,785356
267996,752791
252398,735342
169076,696994
287127,769241
251773,743313
233154,798301
289447,672315
220236,696190
180062,750026
267928,721904
315014,732821
253678,781616
249508,730021
244713,684484
213416,797429
338623,688123
272708,722671
269722,735862
265363,749935
216910,714147
211879,702740
248415,734706
281381,747219
258514,721192
240833,764794
337516,771698
211181,778052
256102,748634
231591,738461
216906,697611
308119,778435
170563,774573
235525,775028
242177,789274
231394,726782
240546,720697
242380,733130
244510,760474
252049,733991
293158,788965
258335,744541
229258,799732
318118,765932
350824,788594
269541,749416
257595,742375
218404,783360
250965,638991
271398,705520
309785,740209
293513,791559
255953,744136
270778,747623
229246,721150
182210,807220
227734,741386
297763,743676
237737,729221
243262,738194
266271,753501
224714,721683
257321,743788
245789,757434
253157,736045
117874,815348
241709,731571
347019,718343
263035,735230
247280,711237
250639,741372
247362,733488
211789,695992
216664,677522
256255,743704
237847,719301
213313,735806
250379,742917
328400,743070
241569,734125
253541,764473
269306,729730
293363,724986
271138,732683
213034,772279
251371,786651
259065,724720
253804,742542
241020,760596
274995,777238
261209,724973
222553,726944
235047,746106
215758,708145
249252,741243
276918,720893
257503,742328
270830,751681
254122,745421
244908,754298
344753,787896
289445,688489
255205,736797
281555,721941
330430,771436
253457,777579
233496,791806
189684,691186
266413,660875
243837,733540
293505,803362
260303,727526
243491,728002
171693,721563
202123,744156
267285,728779
157834,661485
298443,770760
335331,818733
219609,734441
347306,800979
287334,659858
239976,833889
224951,722765
303315,750320
254814,747030
269950,727076
260040,745439
280473,744377
244639,720142
256956,740965
222004,807032
249361,748518
311037,756570
247122,715890
208069,655656
257453,742650
257325,742328
253267,789824
307281,762811
310424,718333
255453,741923
278992,757790
163957,733702
267246,751982
301060,715198
212056,766472
259723,732917
281780,775943
250805,726946
241156,739481
187608,800179
251058,735027
292595,740904
272074,712177
231261,786917
281000,740511
275058,713887
321560,731068
283915,688755
232840,738833
337958,798963
337046,820641
276394,761048
251347,670435
271702,753973
162224,685200
257677,719150
260318,711621
186264,695907
258174,755159
242709,757686
257254,743080
254983,731658
265273,716721
237449,785652
168596,748879
238834,696831
263109,743333
279676,809670
171747,777579
208417,813898
216564,723064
242195,689224
253534,741025
290176,781215
309158,699191
310940,711293
265486,702190
260419,741212
309129,744956
331240,717418
226170,738339
190767,706219
264262,737376
318816,748314
403394,777748
133737,819023
262522,730690
322898,707331
267179,761430
309043,753241
240893,734383
259566,727891
274552,718547
281005,717468
249734,767527
285301,711712
269005,750467
155283,721118
276869,731039
267975,745703
230459,815042
235700,742331
284567,716939
238601,769529
217170,824498
343775,713900
248775,743006
322803,656606
275390,840694
270819,619081
257784,742285
262725,748061
299229,739252
258131,750011
356321,721316
260631,685446
324355,769115
262464,745474
293755,724434
276333,734671
246185,768526
271427,759785
581344,385622
487508,410130
531520,470380
542398,407349
535553,401850
574340,386342
489563,423442
561517,424497
548471,363521
551619,407865
535637,416695
625861,446966
512721,297462
485787,451234
545177,449711
557549,430186
450504,489695
556721,406275
596886,406323
552270,452067
598696,426412
553121,424941
585213,507300
546923,447205
524864,524465
614862,474016
472136,522566
548741,424433
579708,389172
546195,435981
473518,431029
565818,441463
528421,449609
627970,406198
492513,376096
506194,412830
585921,420969
500095,384331
606741,433003
588823,391287
550666,358776
580102,421291
540689,483370
531336,427371
560929,488831
528839,404605
587670,454726
550071,432907
545251,423126
517722,389497
487466,404035
534359,410864
573525,363494
469597,469641
444203,433426
530126,482570
497364,497954
539380,452369
550207,427844
541436,463443
555566,402931
621264,430161
606519,426672
556325,411879
565035,407936
477578,283202
637561,412198
494817,482837
583750,440376
619302,407243
539353,414700
491238,477838
559644,393877
551841,449208
543185,449059
557232,385801
542717,485269
628617,470383
546433,433425
656928,427142
575225,471361
540883,388547
536902,487971
669372,510729
579813,431520
638490,472369
521733,288196
474946,400305
492108,415357
647843,471024
509727,402091
557993,414488
540956,440807
539226,362911
561535,422869
532490,498388
555321,411402
502666,515079
448308,360032
605747,523813
546080,441878
594739,460997
550615,457350
552271,443264
603175,429360
551098,430693
538746,399264
500554,486108
567652,460477
670761,411963
475690,420212
555815,431564
544504,435105
559698,403757
540029,431108
550599,427512
523731,404747
552614,405698
569819,389830
437468,449261
561322,473181
547467,428249
575789,337136
552519,443109
626243,434835
549505,426514
492240,539242
560227,441363
561030,439050
498433,386501
571566,348938
531484,418681
571064,421038
511578,477934
614768,433212
575159,355952
546882,491538
658249,458851
544860,415900
563645,483100
509113,433214
599399,491415
546863,446509
527044,345316
588577,360468
559409,434055
596283,479036
499436,442899
613978,292982
456190,480028
519097,500369
595184,437458
525481,408507
510267,426949
547148,435677
513319,442815
587173,449183
549320,462207
561429,432347
491552,413594
495264,466224
579463,437384
535151,429278
538697,483333
511036,447734
594360,367824
536563,392008
560500,439267
490871,511719
528328,432436
565144,416025
525461,390918
546371,432422
538782,473082
611712,395925
484168,387405
551526,457442
489505,420072
600738,463163
589889,475739
514225,536816
578615,447581
553817,402394
461670,393552
597719,429710
505651,444909
516034,402424
546287,438245
596539,376915
554524,405520
568522,412767
589979,394610
517816,430769
566260,366100
599365,369570
437196,403295
475065,455494
562697,439867
474287,414463
517042,433320
526568,428022
539611,398504
569808,385206
539631,417731
536056,433013
550433,455366
499380,378456
556204,478664
563430,421182
545045,424260
553634,447321
535370,426421
562541,424860
613299,443903
542295,448653
514456,471271
511573,356527
511377,447729
479144,530599
537444,434463
538071,476262
561644,437142
541794,440513
574696,453097
535114,427111
568190,462684
551346,418392
570220,437495
496768,392238
603715,446602
562761,451747
591406,478984
567287,446702
503884,445231
488808,432042
590610,363074
502713,461159
537914,440074
541156,470641
545384,440024
546724,436025
553439,391197
459376,417560
543882,433069
541775,426833
587665,442146
546781,435921
649819,402618
589886,417783
555177,411731
545799,434875
537358,433500
474403,396993
614391,432060
525885,408633
540590,500716
539864,439369
517804,430120
615324,459379
604153,425325
538145,455848
540472,433652
534566,419446
489749,431702
554344,507754
536341,503208
535188,533997
544385,417589
551464,437752
539973,435022
528431,548215
562797,537421
508043,396501
544049,438662
518755,455241
543510,406511
465992,427732
497761,545339
503305,541419
546148,439859
544848,453980
530976,510400
476036,495210
511620,442106
549513,426946
546765,437681
635196,471927
490878,419594
587238,408202
518503,427052
533823,438128
550848,429297
555081,374919
589141,508464
502737,414379
506686,362499
548132,443869
491170,526141
561259,555874
537607,467331
528819,423088
552075,458191
488078,386485
477080,439728
553909,418551
639407,453570
546029,436971
575548,403760
540998,509845
497663,411215
550114,413363
536199,410166
593205,453290
605722,365131
549184,442333
523254,437878
535947,444924
539919,458163
572815,413163
510224,508938
793712,253869
824235,182393
761457,262653
794985,311076
779569,150623
810617,247422
855489,211373
849254,283112
808784,242254
791155,234010
809656,243885
808163,241795
767028,226008
823630,251398
782172,210780
854342,282373
842713,245312
856465,252408
822556,275760
853014,268530
815736,251749
796737,235100
734201,239635
792133,192616
807811,241810
808336,241768
840286,227016
782953,207370
876441,180658
862557,237489
805067,246062
747163,257973
860400,304313
838811,224435
765391,238154
909774,177017
805219,243830
871274,195811
809012,229132
841925,346604
808083,222905
812151,245409
800231,232016
796530,215743
756887,266465
735435,285672
837660,211926
913662,134920
749321,200484
794629,248741
804405,244473
802111,214682
807493,241644
757011,220524
733684,216569
813657,150704
813354,273784
832128,271389
766957,220939
811077,267030
806127,239206
802856,239801
797349,262013
789086,256113
870334,259442
786819,217596
724693,300946
802289,237945
745416,198118
805167,195569
804876,233484
811122,234227
746115,174758
808918,240673
783113,249571
779407,216656
795765,205593
808909,244561
793721,273544
838678,285533
816382,241539
762228,170036
785728,198547
831392,233281
852354,351771
754394,188386
833141,244991
813108,245893
796846,214589
809373,167754
766881,246119
857835,179609
807956,241772
725843,266365
782383,273638
867714,178320
819132,336025
805575,259205
776270,342297
743869,285111
806545,242423
803229,246622
826119,273742
883855,276227
872437,199366
806010,253932
885710,207920
729156,251369
755167,224395
864001,143590
778476,260039
837897,231719
806903,239418
806003,241718
766740,264258
833070,262092
788701,281634
806172,256966
801115,280568
808036,251643
808170,221769
817749,245231
803097,213517
848376,221062
801185,253763
802481,245334
806501,245656
811051,233169
794362,240626
798852,242607
835229,231967
825468,252748
860649,139962
867303,312028
827932,235274
812413,250382
783222,233377
788340,235197
828604,274972
791483,203193
815370,332003
813230,241626
837268,233956
893118,141854
891639,222727
736002,275702
727552,253350
843731,255903
851033,199614
882714,199375
786460,286314
888806,185365
758373,213773
779551,283553
774858,229972
776245,193642
799209,214049
838295,205014
843948,359339
744947,233071
809004,239858
838840,290309
863682,210058
746395,338046
761539,305396
807424,243082
848407,200373
809929,244528
819272,251346
808243,245479
709033,331978
832767,240604
818255,220116
830163,216187
811557,257847
836277,272560
869697,240782
786991,226933
847635,233364
777123,255131
794074,280755
798365,261221
792217,324106
877409,279311
836796,283381
810776,255655
797840,227260
805699,244328
822415,228782
854434,182273
808472,241370
854078,216536
776876,210752
801580,233127
804306,232302
798674,182094
830283,261867
850261,182406
833903,222088
828641,216117
798745,216888
817239,280192
845443,205967
801965,207790
777245,282920
785719,212629
784197,196482
875397,193513
803909,143451
760109,274439
825397,225267
827196,230652
833920,273791
802930,232758
761357,240327
787830,198769
800784,277894
795091,246317
789940,178354
849885,226831
844844,217626
810720,231120
777952,227175
796301,253068
836069,211456
725662,243972
821905,288624
750750,213230
867380,208671
812709,248657
770611,157778
839690,166947
811742,247347
738001,235064
765796,239017
818500,263988
856957,152113
817541,128934
896024,206022
771206,278182
731083,257941
761600,171345
825399,236897
793786,240794
804054,228959
815671,220031
817824,255477
792697,226642
772549,239088
819347,262933
818044,241088
804961,254767
770604,331322
862313,195068
793309,245111
764197,149751
771625,309015
762995,137958
801340,166195
802692,248240
799085,326294
839602,141486
806206,242953
848656,242083
814206,234837
795132,261826
809504,231713
726964,244068
797907,236008
835193,255264
784965,230062
783617,262452
874769,237445
790023,162623
869977,217315
816583,285646
819014,178971
806564,228611
776929,175876
820114,241824
809270,235480
850080,301694
775576,214729
762220,201489
787634,208637
837705,183892
743486,210190
833976,214186
750510,324130
812921,256262
874372,191594
868167,228347
815605,239519
836059,221012
856835,289341
823141,203497
806678,241501
759976,283246
803022,245592
765715,281157
823326,281490
808523,242120
808833,241692
810615,244983
834180,195070
804550,222538
809651,243502
833713,231141
760374,144848
782321,250893
816153,243422
817075,249226
831422,194245
849016,229923
819357,236228
830726,223022
809043,241386
841856,249538
860654,303649
822417,228001
762257,204672
447100,578447
435369,600655
450681,614019
446408,617816
458825,608028
437246,626679
454357,627922
472602,547751
446070,660584
436173,596885
427674,649409
429283,696036
443685,556528
459542,604591
432232,612326
441101,632597
434308,622475
451267,521677
440009,607204
452407,650191
439403,647691
443034,608016
444433,600811
454532,645000
424823,632310
440107,607385
451719,596564
443376,615484
445431,608977
444904,608335
440573,587754
420214,670760
435259,600545
452350,614438
462959,604618
437911,580427
438421,597731
448067,624888
444800,611906
437290,592669
435894,584536
407185,725388
452789,601477
444481,611260
431354,637354
430530,606861
443303,611108
445232,613051
404544,731122
429547,618065
443000,608074
435259,597598
443703,660042
427786,615834
459700,534846
452060,618631
442216,648286
462253,537194
438157,612420
427937,624218
439556,639152
451591,614155
444028,612568
447920,560215
451407,613075
441417,591083
437912,608595
442093,606830
431324,619224
452444,572715
435969,661051
443881,624977
444942,615911
442766,614279
429488,612140
432383,651805
456268,606299
446119,601343
457620,595627
455587,621993
449467,594608
484292,484470
442884,634567
454183,557625
446602,609863
447314,660847
444661,611980
449484,620119
460069,601972
443667,610462
429709,610420
432770,626516
465949,562223
454289,596414
454280,559579
438734,570107
427073,632543
427633,671587
435182,619799
455398,637265
439176,594910
430654,624767
442973,609902
446490,615129
457700,581592
436458,684903
439176,608167
444716,611868
432474,624072
488115,469542
460814,598923
440610,616231
444957,611326
451341,621998
445433,600419
453151,609498
447397,603115
435903,607885
461734,555207
445257,622466
440588,612912
433033,596889
455143,610900
440304,609973
445410,611847
443089,599479
441386,593318
439642,618354
437908,613112
441050,601420
444301,603484
453398,598101
465954,589137
433377,611151
458454,615360
435929,617842
421163,659446
444871,618411
450314,633443
439463,599626
448441,609380
476283,464782
479558,478960
458830,569403
447284,614788
453260,604938
448654,619238
451594,607751
455084,577509
460103,537011
431669,612443
441182,595293
440135,646871
462743,607252
433777,658240
449852,588780
447370,572513
446663,665376
453116,618005
443435,574546
432211,640079
445068,585477
445275,610456
437400,589213
451402,606954
442169,606218
454191,645997
436337,595330
441697,647732
438007,605764
463609,594447
454851,622054
457673,601276
448431,652248
409604,719216
450238,522433
467528,527093
460222,611610
447791,590725
423351,683613
451508,619873
458908,601967
447797,546020
431542,625990
422092,641107
447028,613881
450049,619865
447016,561170
448043,593794
439602,621588
448315,608918
435287,618215
457799,531754
449352,662964
448601,619650
426524,626797
432586,619808
445966,677989
443815,614792
434851,666009
454453,601665
453894,590031
452896,612311
430612,606441
455847,628630
442111,607639
437259,607669
446497,614809
419102,657777
445558,608647
449157,606166
450585,629141
451192,645577
466810,585085
410728,703979
463350,513874
452016,618875
455258,619604
441151,624453
426596,668966
431234,715466
449808,623716
452325,582322
438918,619134
430219,697004
421865,680145
448273,610829
439431,589794
441640,557306
445421,611266
417525,730640
463173,567989
436106,602036
446833,618978
451552,593032
447928,606070
443714,630494
432886,615881
435784,630866
444646,611399
437055,626421
445625,604103
443295,608421
458798,606668
456815,601069
445849,618695
435738,597721
444166,604960
444654,611294
446989,611213
443394,600502
444258,609593
447378,614919
442751,637825
441698,599768
449888,537655
441842,568237
439549,635233
430760,623698
441395,627766
442693,651800
453303,602495
414615,681241
448826,537561
449198,571244
454814,638844
447191,614648
440342,640970
433360,610138
445370,607679
445975,613913
430262,612441
440026,605811
444154,614500
440323,609745
460254,614964
444577,563762
459997,607534
428680,639406
444738,611875
444980,611522
458310,547878
438169,621102
434019,616578
410144,740535
449172,600937
435811,641521
464456,493206
443959,598236
456121,574226
419611,661423
440645,592763
447921,606239
460039,605406
450032,538394
444664,674374
455235,607006
440869,641767
436562,591307
457839,604606
438862,612483
446792,622224
432748,681751
458338,602245
442587,550292
440230,613281
435171,615060
435961,621895
440263,597790
435502,608309
448529,624596
445563,607178
447221,603897
434199,615311
442585,606098
438100,647695
431219,622664
466686,564414
427888,612137
414871,690586
463011,595165
434131,629601
458400,596749
445690,614204
435454,582389
445342,612352
461991,549808
448311,603242
450265,621323
818219,458739
744672,487943
785537,466675
743636,471281
721661,472652
811687,518457
760680,472076
667308,499492
766891,499298
744754,395698
745417,531869
735299,489289
798153,453443
677507,492264
777922,503642
758367,480084
701688,536794
691947,542928
700622,405473
715550,491875
712286,485779
804251,449725
768116,501273
745392,490092
760154,465762
739491,465044
779578,465354
740221,488781
727117,496485
696679,509407
825530,459159
741447,490496
661797,479217
718768,455594
748297,514711
771552,478145
742585,490760
753689,466700
766195,525851
775493,482993
696197,438238
739452,553002
768513,393439
657515,479703
808800,435369
745501,490810
715169,485793
744998,491614
782056,538516
718647,424172
764609,489583
763534,501405
746579,511998
785199,496523
739771,507383
745690,489349
766343,470788
765406,482869
745458,491697
749939,486902
731377,498220
771727,481735
737591,465673
752795,492722
740259,516438
757130,489186
754784,486474
701301,485544
766959,499957
756304,489736
789720,518559
745921,565171
746925,503747
775990,473484
757951,459274
717757,502933
739644,492615
685813,420491
749620,446114
751490,503108
780624,523562
764556,501749
714111,509663
651301,477080
748808,506234
743071,496017
839170,510675
737277,494037
730517,494716
781105,493570
723443,496326
727728,486854
738050,503128
751827,506545
744128,491509
740862,482333
769904,494189
680187,465189
764305,518728
740262,454955
705432,514922
721349,461213
753995,491831
777463,500299
751796,445457
787906,558654
745454,488276
737826,491074
745033,491606
737370,495925
679889,493203
739253,483120
725641,530996
744128,537362
699536,450629
725081,485892
755578,395916
755920,505968
698637,479409
728129,500290
765069,395708
685690,459731
751359,489325
691104,470705
740118,531723
785655,508844
741888,484144
746713,501892
781871,480793
789905,516728
762190,469655
652041,437907
721998,450358
771567,443784
786637,449043
780565,507134
720719,478954
818977,548276
742129,489709
717489,450861
771764,496863
839507,510409
747241,474168
763104,470945
709537,529162
756251,468939
739447,497012
744281,498059
802128,475573
748938,475486
704065,426062
673866,497010
657004,483127
696264,534642
718455,546526
747904,486697
741784,485006
752511,493459
658397,474679
689373,481718
735419,521089
813911,494530
736699,495571
741679,482804
796870,493350
790913,434009
733227,508516
712687,527762
721334,470136
784475,589185
758563,500321
739547,489215
750308,483196
750854,463676
732037,521822
746425,494200
728512,466105
827519,523909
732792,438957
825078,486120
723331,488479
751250,554067
672462,515287
752431,474401
776746,542829
746258,490697
744842,490334
771250,521703
782116,487638
766054,500996
757582,487189
784643,462183
786453,437687
768918,444830
743862,420503
756376,469701
745773,515857
755676,496120
788465,498692
740196,515856
729956,570278
692017,350411
778300,495684
770734,513047
839244,520420
837533,541144
755622,389100
683156,477909
749007,465411
746916,486226
747666,478824
796502,510572
781518,491802
734537,513380
777438,503372
746927,493782
782638,472545
686890,533353
736648,486939
770320,449290
736308,496256
694554,535143
731019,488690
747697,489436
724508,471646
728414,498907
702554,535597
759434,490376
695726,486749
797473,471372
745294,492940
761897,442656
693716,476453
729190,580460
790062,485624
750835,484965
804706,508099
745027,489971
752645,478941
761125,545456
738676,488228
774857,499250
674726,483779
743304,462660
734294,489972
742707,446699
693853,483179
740373,488728
738729,512733
748030,471059
754610,489442
751376,493290
772549,498648
745511,464200
784908,598626
800642,547740
764201,504873
726987,487946
751489,442230
759258,407764
764112,512367
783936,495842
745285,491152
737497,445283
734479,474887
753541,513095
747199,581068
779361,467379
759544,452684
767537,476326
779260,465853
759503,507476
653418,491119
731808,483131
697936,482887
739490,457808
725595,498992
744105,488265
734111,502380
714663,545229
705578,505385
774790,505536
742720,483440
690411,504116
744972,529838
748626,467103
772618,505985
759501,501657
788686,475140
707047,411898
759900,480354
721240,488869
749909,495121
731573,423211
735690,487883
736447,495116
736840,480400
766906,565918
777336,493593
742956,482214
691442,511116
676995,476288
737776,506695
737775,515859
746789,484134
702306,508607
700190,518411
734587,494087
738362,540660
743423,497525
681136,488487
791228,500692
745226,489261
728996,491089
743598,490116
773513,499993
739663,533583
648157,464934
746257,489489
754966,558120
731717,480912
781393,496807
755246,509169
718862,480199
747883,519302
744025,492118
727112,497222
724127,529035
734376,455402
736327,493658
661222,492516
780931,476348
719728,508053
768226,555200
800317,784636
813882,790297
811050,797793
802282,801674
790311,781251
774427,788519
865085,777786
818350,787409
815889,783684
816463,800337
815268,782521
806535,822224
832317,794891
809154,792606
807272,807084
803126,793952
772765,829968
748190,797315
811562,798728
811233,796697
806068,811127
808610,801067
820422,805195
800994,792867
818562,793459
810642,797694
810409,793197
792069,780712
815892,803983
779163,791549
804879,811064
811111,798591
798050,785780
794594,796647
800880,821084
801852,797430
