% Dataset from: http://mail.tku.edu.tw/chchou/others/others.htm
%
% M. C. Su, C. H. Chou, and C. C. Hsieh, “Fuzzy C-Means Algorithm with a Point Symmetry Distance,”
% International Journal of Fuzzy Systems, vol. 7, no. 4, pp. 175-181, 2005.
%
@RELATION DS-850

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE class {0,5}

@DATA
1.356380,0.913251,0
1.426054,0.948958,0
0.377010,1.230766,0
1.322687,0.881298,0
1.500122,1.665929,0
0.299554,1.255211,0
0.599673,1.257958,0
1.203757,1.232139,0
-0.097888,1.645146,0
1.097736,1.046007,0
0.911328,1.066057,0
1.009110,0.979904,0
0.693609,0.765481,0
1.398953,1.091510,0
1.445647,1.087573,0
1.269585,1.145619,0
2.035539,-0.051561,0
-0.315882,2.136799,0
1.404996,1.620792,0
0.083392,1.695502,0
-0.300501,1.673162,0
1.384487,1.113392,0
0.282800,1.316553,0
0.106098,1.694678,0
0.322077,1.729560,0
1.707404,0.832774,0
1.344844,1.204581,0
0.537049,0.909223,0
2.113269,0.149220,0
0.928449,0.961592,0
1.793008,0.092730,0
0.832316,1.120258,0
0.886059,0.724006,0
0.660100,0.851817,0
0.420316,1.373867,0
0.638127,1.330836,0
1.000961,0.957747,0
0.699927,1.211447,0
0.949599,0.947493,0
1.890973,0.519196,0
1.723426,0.720435,0
1.515870,1.256035,0
1.186544,1.440428,0
0.507019,1.176748,0
0.225944,1.425779,0
1.159719,1.032456,0
1.120533,0.497131,0
0.635289,1.041520,0
1.659612,0.721809,0
0.931745,0.951613,0
0.488891,1.793649,0
0.992538,0.840556,0
-0.456511,1.874676,0
0.868572,0.742409,0
0.929090,1.108539,0
1.931257,0.600040,0
1.494903,0.540437,0
1.755745,0.369594,0
1.141133,0.991714,0
0.834330,1.098834,0
1.517609,1.001968,0
0.964156,0.889355,0
1.650548,0.798074,0
0.784982,0.945753,0
1.296777,0.942640,0
0.968551,1.134449,0
0.866100,1.078875,0
0.989883,1.458098,0
0.128620,1.467162,0
0.668523,0.963973,0
1.142232,0.816568,0
1.325159,0.839824,0
1.322321,0.588687,0
1.317011,0.877911,0
0.956740,1.112201,0
1.279565,0.934767,0
1.107990,0.923963,0
0.078906,1.856182,0
0.726112,1.119892,0
0.396146,1.256127,0
0.209189,0.860790,0
1.167959,1.000320,0
0.165700,1.553682,0
0.695715,1.142964,0
2.241081,0.369778,0
2.200613,-0.093585,0
-0.042680,1.140584,0
0.919202,0.842845,0
0.003372,1.514771,0
0.407498,0.821970,0
0.755226,1.210349,0
0.615238,1.132618,0
0.796884,1.184347,0
1.625828,0.801370,0
1.418088,0.815744,0
-0.177541,2.055132,0
-0.089007,1.580782,0
0.308618,0.921308,0
-0.428312,2.089282,0
1.589938,0.716224,0
1.155416,1.310327,0
0.352107,1.350429,0
0.088153,1.730750,0
1.129231,0.751839,0
2.048448,0.202872,0
1.430448,0.759346,0
2.012558,-0.068682,0
1.058275,0.115894,0
0.677679,1.285607,0
1.929609,0.365474,0
0.366573,1.350063,0
2.025559,0.646733,0
1.722327,0.960768,0
1.651280,0.438627,0
1.366817,0.796793,0
1.075030,0.974319,0
2.290521,0.317774,0
0.984756,0.973678,0
0.107013,2.156850,0
0.521210,1.250175,0
0.947493,1.286615,0
0.201590,1.429441,0
1.868816,0.062059,0
0.665868,1.041154,0
1.559450,0.707068,0
0.366573,1.778634,0
1.060381,1.000320,0
1.044176,1.323969,0
1.299524,0.697089,0
1.588565,0.387906,0
0.461058,0.879101,0
0.630345,1.248436,0
1.538026,0.268700,0
2.027299,0.041917,0
1.413785,0.778665,0
1.009568,0.959944,0
-0.051469,1.881542,0
0.885128,3.970916,0
0.515793,3.084201,0
0.982452,4.144597,0
0.128422,3.436140,0
-0.030885,3.130161,0
0.209265,3.584185,0
0.453169,3.568438,0
0.616688,3.896664,0
0.276742,3.416913,0
0.087405,3.869930,0
-0.271126,3.524674,0
0.844386,4.075198,0
0.390912,3.153325,0
0.971007,3.939055,0
1.486740,3.036866,0
-0.009552,2.546770,0
-0.074374,3.485946,0
0.308237,4.558061,0
0.479720,4.007172,0
0.964141,3.105716,0
0.878994,3.106906,0
0.497665,3.329203,0
0.480087,4.149724,0
0.206610,3.510575,0
1.151738,3.573565,0
0.041810,3.046205,0
-0.437300,3.074496,0
-0.195502,4.044252,0
0.768395,3.269051,0
1.335032,3.786157,0
0.324900,3.628132,0
0.338816,3.429365,0
0.416639,2.573504,0
0.532548,3.536485,0
0.408307,2.782891,0
0.612934,4.453139,0
-0.213355,4.576281,0
-0.685598,3.784326,0
1.173620,3.855739,0
0.335246,2.662496,0
0.622730,3.404187,0
1.207221,3.432844,0
0.519822,3.331584,0
0.507096,3.156346,0
-0.685415,4.379803,0
0.254677,4.889859,0
-0.051576,3.126133,0
1.586352,3.733512,0
1.144322,3.073489,0
1.824030,4.205390,0
0.070650,4.699057,0
0.013611,2.650410,0
1.365337,3.597186,0
-0.645497,3.334971,0
0.166051,3.200842,0
-0.453139,2.968017,0
1.008820,3.778558,0
0.166417,3.463973,0
0.410779,4.696951,0
0.604968,3.457472,0
0.715934,3.486221,0
0.057466,3.502335,0
0.113956,3.519547,0
1.234596,3.425703,0
0.120273,3.055086,0
0.899319,3.914151,0
0.415448,3.846950,0
0.562761,3.103702,0
-0.543504,3.972198,0
0.487869,2.824000,0
-0.583239,3.318125,0
0.910215,4.157231,0
0.235176,3.721793,0
-0.126469,2.821894,0
1.250435,3.059481,0
0.823511,3.548570,0
1.797113,3.997833,0
0.319498,3.042543,0
0.799890,2.914457,0
0.447676,3.159459,0
-0.214637,2.469314,0
0.084017,4.152745,0
0.190588,2.855861,0
-0.450392,3.270608,0
1.898007,3.726096,0
-0.358470,3.083651,0
-0.353252,3.164586,0
0.689474,3.431013,0
0.253853,3.002716,0
0.558641,3.082369,0
0.898312,4.010743,0
0.475784,3.525681,0
0.459304,4.237709,0
1.202185,3.566240,0
0.382855,3.864620,0
0.100772,4.439222,0
0.463424,3.516526,0
0.476974,3.143345,0
1.079684,3.525132,0
0.374615,2.795892,0
-0.538011,3.651753,0
-0.383831,3.331034,0
1.055696,4.334391,0
0.993896,4.157872,0
0.275826,3.702109,0
0.389904,3.681509,0
0.464522,3.088961,0
-0.666829,3.808039,0
0.837794,3.588580,0
-0.698599,2.755791,0
0.458205,3.403272,0
0.729392,3.981536,0
0.313547,2.873348,0
-0.157964,3.197363,0
0.325907,3.448500,0
-0.121708,4.584704,0
1.381909,3.329295,0
1.270943,3.093448,0
0.495010,3.511124,0
0.610736,3.299173,0
-0.625080,3.143712,0
0.497482,3.745140,0
-0.131779,3.730399,0
0.305124,3.563952,0
0.940519,3.009491,0
-0.169042,3.394940,0
0.239021,4.161718,0
0.185186,2.893033,0
-0.734306,2.758721,0
-0.049837,3.139409,0
-0.332377,2.830409,0
0.478805,2.878933,0
-0.077303,3.415998,0
0.457472,4.719565,0
-0.040132,3.198370,0
-0.276620,4.490310,0
-0.228278,3.518357,0
0.202948,3.230873,0
0.536485,4.103214,0
0.495193,3.351360,0
0.347514,3.261269,0
0.010224,3.607532,0
1.292184,3.304483,0
1.554765,3.235084,0
-0.152104,3.453536,0
0.277291,4.954680,0
-0.342265,4.141942,0
1.771569,3.518723,0
0.856288,3.551775,0
-0.225623,3.630146,0
0.803644,3.704306,0
1.124180,3.071383,0
0.311533,3.328471,0
1.154851,3.234169,0
0.700369,3.586200,0
0.023591,3.808588,0
0.724540,3.667592,0
0.784417,3.867550,0
0.689566,2.997131,0
0.101596,4.134800,0
0.275460,3.141057,0
0.783776,3.478988,0
1.227454,3.224738,0
-0.328715,3.701010,0
0.569903,3.740196,0
0.016449,3.377819,0
-0.155217,4.657857,0
0.940153,3.380291,0
-0.259682,2.703055,0
-0.327708,4.990020,0
1.066683,4.007630,0
0.628315,3.307047,0
0.431745,3.225471,0
-0.742821,2.961425,0
0.155522,3.770318,0
1.997436,4.338694,0
0.951415,3.466628,0
0.533647,3.069552,0
-0.196966,3.260994,0
0.000336,4.792535,0
0.532273,3.239113,0
0.403729,3.725913,0
3.046600,0.890600,0
3.423600,1.291700,0
2.954400,1.598900,0
2.643100,1.268700,0
3.187900,1.127600,0
2.770000,1.225100,0
2.680200,1.024000,0
3.157600,1.456000,0
3.311100,1.399100,0
2.758100,1.059800,0
2.563200,1.353900,0
3.434800,1.361000,0
3.110700,0.955400,0
3.257400,1.238700,0
2.667200,1.475700,0
2.960500,0.743800,0
3.368300,0.973600,0
2.882900,0.894200,0
2.857800,1.001800,0
3.215700,1.621500,0
3.057300,0.958400,0
2.999400,1.112900,0
2.996600,0.844400,0
2.686000,1.330200,0
2.834400,0.906400,0
3.047800,0.725200,0
3.211900,1.314300,0
2.887900,1.012000,0
3.190200,0.847700,0
2.624500,1.183900,0
3.036100,1.434800,0
2.560900,1.064800,0
3.265900,1.376300,0
2.873600,1.421700,0
2.974300,1.546600,0
3.392400,1.037500,0
2.705000,1.580100,0
2.739000,1.394100,0
3.077200,0.901500,0
3.022200,0.906600,0
2.896300,1.205900,0
3.128700,1.245200,0
3.316800,1.441200,0
2.862500,1.537100,0
3.401600,1.386100,0
3.266100,1.548600,0
3.038100,0.776000,0
3.043300,1.648200,0
3.430600,1.382900,0
3.341100,1.258700,0
2.990000,1.649500,0
2.971000,1.364400,0
3.153500,1.385300,0
3.421500,0.953200,0
2.891000,0.951400,0
3.112400,0.994600,0
3.129600,0.936000,0
2.976200,1.244700,0
2.838900,1.230200,0
3.321500,0.927600,0
2.617600,0.942700,0
3.072500,1.420100,0
3.306800,1.567800,0
2.921000,1.400500,0
3.161700,0.855600,0
3.023900,1.193900,0
3.117200,1.350900,0
2.965200,0.876600,0
3.283400,0.822600,0
2.834300,1.465300,0
2.732600,1.294600,0
2.718200,1.541900,0
3.350200,1.555200,0
3.476400,1.269500,0
2.948100,1.563800,0
2.820000,1.024800,0
3.133000,0.791900,0
3.261300,0.844000,0
2.762700,1.386600,0
2.667800,1.184900,0
3.089500,0.895200,0
2.919800,1.552800,0
2.813000,0.747300,0
3.311900,1.034600,0
2.981200,1.344500,0
3.246900,1.003500,0
2.749100,0.833700,0
3.157300,1.266500,0
2.908200,0.746200,0
3.099000,0.712400,0
3.136400,1.523400,0
3.336100,1.509300,0
3.201700,1.436700,0
2.937500,0.748400,0
3.400300,1.432000,0
3.381700,1.120800,0
3.048600,1.358000,0
2.694100,1.481100,0
3.290300,1.185100,0
2.822400,1.522800,0
3.236800,0.898200,0
3.149600,0.823500,0
3.355500,1.017500,0
3.034800,1.241300,0
3.164900,1.141700,0
2.765900,1.349800,0
3.383000,1.254400,0
2.679800,1.209900,0
2.907700,0.929500,0
2.861000,1.169400,0
2.633000,1.187700,0
3.178000,1.039900,0
3.283500,0.845700,0
2.607000,1.124500,0
2.848700,0.909100,0
2.978400,1.592100,0
2.695400,1.065900,0
3.384400,1.237700,0
3.186400,1.300700,0
3.263400,0.942000,0
2.960900,1.348300,0
2.322200,4.729700,5
2.010200,5.889200,5
1.973600,4.954200,5
2.073900,6.120200,5
1.874600,5.465600,5
1.831200,5.996300,5
2.740600,5.641200,5
2.383500,5.152100,5
1.514600,5.193400,5
1.895300,5.461800,5
2.759100,5.972900,5
2.006500,4.830400,5
1.767500,5.707200,5
2.368800,4.930100,5
2.689400,5.856600,5
2.682500,5.137700,5
2.296800,5.828700,5
1.475700,5.833500,5
1.472000,5.790100,5
2.227500,4.861600,5
1.820200,6.175700,5
2.361700,5.821900,5
2.322100,5.586100,5
2.845700,5.119100,5
2.382800,6.014800,5
1.796900,5.255300,5
2.273800,6.112600,5
1.770000,5.662800,5
2.531900,5.933100,5
1.552000,5.314500,5
1.531200,5.213000,5
2.798100,4.989100,5
2.491800,5.827900,5
2.455300,4.828800,5
1.791600,5.026900,5
1.637000,4.932500,5
2.562700,5.918200,5
2.306000,5.576300,5
1.906500,6.042500,5
1.425300,5.360500,5
2.069000,5.508300,5
1.867400,5.228900,5
1.863800,5.871200,5
1.640900,6.021300,5
2.496400,4.960600,5
1.532500,5.214000,5
1.778200,5.471100,5
2.394600,6.166300,5
2.490900,4.772800,5
2.628800,6.093700,5
2.246700,4.945700,5
1.993000,5.482400,5
2.421300,5.746800,5
1.835200,5.753700,5
2.766200,5.680100,5
1.922500,5.769400,5
2.321300,5.661700,5
2.136800,5.117200,5
2.476800,5.447400,5
2.696800,6.027400,5
2.755700,6.006900,5
2.159800,4.870100,5
2.975200,5.512300,5
1.607200,5.664700,5
2.317800,6.173600,5
1.779900,5.126700,5
2.863400,5.343400,5
2.480100,5.363100,5
2.561000,5.092600,5
1.823600,6.052100,5
2.317500,5.768800,5
2.635800,5.817800,5
2.508600,5.847000,5
1.633500,5.846400,5
2.416900,5.833300,5
1.421100,5.433400,5
1.661200,5.982600,5
2.028800,6.004700,5
1.662500,5.020000,5
2.354500,5.555300,5
1.643100,4.991800,5
2.568400,5.284900,5
2.012700,5.220800,5
2.100300,6.133500,5
2.152600,5.531600,5
1.581800,5.870000,5
2.145200,4.874200,5
1.496400,5.552600,5
2.092100,5.531000,5
2.229900,6.189700,5
2.366100,5.845700,5
2.135300,5.143800,5
1.977700,5.002600,5
2.173800,4.930200,5
1.681200,6.088400,5
2.665000,5.862300,5
2.185500,5.280700,5
2.867300,5.600300,5
2.730100,5.012600,5
2.653300,5.173700,5
1.788400,5.729600,5
2.220700,5.517500,5
1.812200,5.686800,5
2.811100,5.358000,5
1.966500,6.129800,5
2.078100,5.465300,5
2.393500,6.162500,5
2.025100,5.990500,5
1.533300,5.544100,5
1.984800,5.365100,5
2.695500,5.389400,5
2.066900,5.713700,5
2.764700,5.457000,5
1.988700,4.811400,5
2.402800,5.277400,5
2.422600,5.233400,5
2.266000,5.696100,5
2.225900,5.221500,5
2.640000,5.749000,5
1.901300,5.020000,5
1.530000,5.711300,5
2.267300,5.328200,5
2.247000,5.385100,5
1.587900,5.511200,5
2.171300,5.014100,5
2.047500,5.048200,5
2.886000,5.534500,5
2.616100,5.296700,5
2.625700,5.326300,5
1.484500,5.795700,5
1.518000,5.108500,5
2.115000,5.072500,5
2.915800,5.604200,5
2.069400,5.513900,5
2.856900,5.659700,5
2.425700,4.749300,5
2.737100,5.439700,5
2.826300,5.435000,5
2.781000,5.446000,5
2.707600,5.713500,5
2.302000,5.670400,5
2.094600,6.139700,5
1.882500,5.141700,5
2.100400,5.488000,5
1.469200,5.398800,5
2.589000,5.995200,5
2.251500,6.050100,5
1.467300,5.239800,5
2.656000,5.909300,5
2.908900,5.715500,5
