% source: http://cs.joensuu.fi/sipu/datasets/
%
% Synthetic 2-d data with N=5000 vectors and M=15 Gaussian clusters with different degree of cluster overlapping.
%
% P. Fränti and O. Virmajoki, "Iterative shrinking method for clustering problems", Pattern Recognition, 39 (5), 761-765, May 2006.
%
@RELATION s-set1
%
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE CLASS {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}
%
@DATA
601376.0,579831.0,16
565148.0,557305.0,16
639418.0,537903.0,16
612799.0,537497.0,16
583653.0,652182.0,16
599808.0,596484.0,16
605250.0,573272.0,16
606738.0,601356.0,16
611044.0,571814.0,16
575440.0,568511.0,16
616329.0,529516.0,16
605927.0,572533.0,16
609286.0,586782.0,16
647354.0,579190.0,16
606929.0,571420.0,16
562920.0,559223.0,16
680357.0,620811.0,16
707100.0,601463.0,16
604294.0,574368.0,16
614917.0,600946.0,16
611508.0,503220.0,16
603789.0,574474.0,16
551740.0,588768.0,16
546031.0,570429.0,16
569197.0,559307.0,16
688712.0,568754.0,16
604067.0,574091.0,16
606809.0,572101.0,16
588597.0,622592.0,16
613840.0,534167.0,16
576263.0,547239.0,16
597077.0,568196.0,16
601339.0,571609.0,16
606011.0,569426.0,16
593398.0,559764.0,16
593166.0,622725.0,16
609796.0,532982.0,16
712648.0,607541.0,16
585048.0,505097.0,16
525967.0,565687.0,16
660327.0,585901.0,16
607604.0,573951.0,16
604001.0,573587.0,16
591484.0,571087.0,16
613868.0,585089.0,16
645464.0,660478.0,16
538571.0,654649.0,16
555429.0,604551.0,16
597620.0,586226.0,16
586097.0,567445.0,16
545235.0,539822.0,16
649088.0,575733.0,16
599123.0,616977.0,16
563763.0,559454.0,16
617717.0,613939.0,16
618869.0,577243.0,16
567188.0,560044.0,16
636628.0,533309.0,16
560362.0,567914.0,16
595014.0,632844.0,16
605876.0,550640.0,16
604352.0,573425.0,16
600679.0,599545.0,16
596891.0,579476.0,16
614943.0,540976.0,16
604415.0,571400.0,16
603698.0,573585.0,16
658199.0,568743.0,16
598759.0,582942.0,16
671269.0,590258.0,16
593317.0,534085.0,16
657985.0,453405.0,15
608557.0,590278.0,16
623004.0,508050.0,16
601900.0,569391.0,16
641031.0,593074.0,16
589658.0,640498.0,16
567565.0,573952.0,16
559078.0,570088.0,16
639431.0,588155.0,16
566609.0,537592.0,16
568570.0,579335.0,16
660650.0,615038.0,16
667639.0,571164.0,16
596796.0,529933.0,16
606111.0,617846.0,16
616060.0,590779.0,16
602873.0,527864.0,16
571334.0,594145.0,16
602167.0,543919.0,16
605100.0,573307.0,16
546640.0,560043.0,16
585195.0,555011.0,16
651740.0,589474.0,16
589112.0,536573.0,16
582057.0,543124.0,16
690968.0,555952.0,16
609030.0,552436.0,16
632125.0,541413.0,16
603445.0,630598.0,16
628264.0,616214.0,16
577242.0,574073.0,16
604090.0,574392.0,16
607911.0,576556.0,16
600665.0,638890.0,16
600117.0,539079.0,16
631182.0,565466.0,16
695646.0,652231.0,16
619445.0,567491.0,16
613191.0,571942.0,16
567428.0,580005.0,16
590583.0,623314.0,16
606289.0,670243.0,16
585175.0,574133.0,16
634967.0,579020.0,16
614615.0,574437.0,16
593061.0,579188.0,16
606933.0,576409.0,16
606587.0,573873.0,16
594084.0,629464.0,16
683697.0,581516.0,16
601530.0,577183.0,16
603055.0,589818.0,16
616561.0,619007.0,16
607463.0,477085.0,15
611581.0,572630.0,16
579712.0,568354.0,16
602887.0,595245.0,16
600039.0,557139.0,16
605913.0,579526.0,16
579773.0,568698.0,16
606324.0,544357.0,16
605958.0,573728.0,16
606144.0,575076.0,16
667472.0,570571.0,16
580048.0,565009.0,16
597802.0,576113.0,16
610263.0,574422.0,16
603855.0,575180.0,16
624369.0,532153.0,16
599870.0,591110.0,16
577167.0,617095.0,16
658403.0,611332.0,16
563460.0,480559.0,15
610980.0,522819.0,16
569422.0,567790.0,16
627727.0,578737.0,16
592804.0,584539.0,16
540783.0,626497.0,16
591823.0,639096.0,16
637323.0,549567.0,16
638078.0,629421.0,16
611315.0,560757.0,16
647103.0,573853.0,16
522993.0,595581.0,16
601187.0,531825.0,16
533799.0,564377.0,16
649034.0,528813.0,16
620975.0,564344.0,16
622407.0,583192.0,16
597026.0,642918.0,16
551291.0,576721.0,16
608768.0,610525.0,16
697959.0,614701.0,16
658281.0,582264.0,16
546632.0,599204.0,16
672565.0,564468.0,16
636500.0,587401.0,16
696144.0,548705.0,16
533551.0,582247.0,16
526802.0,551524.0,16
553038.0,606418.0,16
696601.0,603624.0,16
588964.0,597435.0,16
716139.0,621721.0,16
608529.0,586311.0,16
557378.0,567033.0,16
589994.0,610890.0,16
589344.0,563119.0,16
624415.0,515911.0,16
565483.0,551512.0,16
584895.0,574666.0,16
582777.0,542670.0,16
639394.0,576728.0,16
608298.0,573748.0,16
663578.0,586265.0,16
628080.0,562986.0,16
597421.0,554767.0,16
595193.0,576508.0,16
658103.0,572250.0,16
659529.0,498474.0,16
606415.0,581386.0,16
641976.0,577433.0,16
587466.0,564953.0,16
589180.0,595099.0,16
601885.0,573083.0,16
580561.0,528916.0,16
621726.0,578003.0,16
558817.0,576255.0,16
620213.0,574468.0,16
594010.0,570095.0,16
541976.0,512639.0,16
593840.0,578685.0,16
602667.0,575857.0,16
631446.0,561156.0,16
596481.0,567449.0,16
611318.0,581584.0,16
568546.0,564911.0,16
593865.0,572987.0,16
597017.0,575588.0,16
578804.0,573582.0,16
673750.0,594081.0,16
592714.0,553958.0,16
594029.0,586701.0,16
668502.0,563937.0,16
629533.0,537542.0,16
801539.0,318482.0,5
801667.0,318542.0,5
814045.0,332998.0,5
800479.0,321640.0,5
757470.0,224976.0,3
844536.0,424646.0,4
797105.0,316002.0,5
779956.0,271501.0,3
797205.0,313318.0,5
801323.0,316240.0,5
783666.0,262902.0,3
806131.0,312752.0,5
830658.0,368694.0,4
802482.0,335269.0,5
801910.0,325434.0,5
808062.0,337340.0,5
789833.0,304422.0,5
803603.0,327255.0,5
800865.0,312968.0,5
802237.0,318526.0,5
803959.0,315173.0,5
800123.0,312312.0,5
780927.0,285057.0,5
797242.0,324588.0,5
801551.0,320544.0,5
809182.0,319115.0,5
801931.0,317202.0,5
870801.0,476330.0,8
820327.0,352701.0,4
801093.0,317509.0,5
798523.0,324500.0,5
805237.0,318655.0,5
803375.0,311620.0,5
801441.0,323812.0,5
797313.0,317527.0,5
788220.0,301915.0,5
790395.0,300024.0,5
817135.0,349925.0,4
797787.0,301470.0,5
804630.0,332333.0,5
808710.0,330379.0,5
802111.0,320817.0,5
796375.0,309563.0,5
819768.0,346596.0,4
814605.0,354382.0,4
800565.0,319364.0,5
802089.0,313456.0,5
814401.0,341234.0,5
796609.0,319691.0,5
776131.0,248465.0,3
803464.0,329093.0,5
802646.0,317894.0,5
809550.0,327365.0,5
795322.0,311178.0,5
830450.0,393096.0,4
778414.0,260729.0,3
800041.0,318331.0,5
802814.0,320130.0,5
802738.0,312234.0,5
823913.0,369439.0,4
803386.0,318982.0,5
812869.0,346251.0,4
798904.0,324420.0,5
800447.0,331643.0,5
807446.0,342555.0,5
804251.0,329956.0,5
797594.0,302109.0,5
803448.0,314797.0,5
765502.0,240340.0,3
795527.0,315510.0,5
794640.0,313497.0,5
808717.0,335740.0,5
790932.0,305223.0,5
816852.0,352965.0,4
826228.0,376658.0,4
795299.0,312036.0,5
808686.0,332209.0,5
809594.0,344872.0,5
799275.0,324108.0,5
878184.0,487392.0,8
798472.0,322218.0,5
824822.0,367091.0,4
746769.0,205186.0,3
756701.0,207223.0,3
795489.0,287279.0,5
800483.0,320713.0,5
783491.0,288029.0,5
797162.0,306135.0,5
800272.0,316170.0,5
806827.0,324616.0,5
802853.0,314938.0,5
800804.0,316615.0,5
813173.0,354777.0,4
801588.0,319814.0,5
797400.0,315778.0,5
823840.0,368410.0,4
811391.0,343836.0,5
801055.0,321833.0,5
804038.0,306622.0,5
803780.0,334441.0,5
834173.0,386159.0,4
802784.0,313853.0,5
807293.0,347456.0,5
817119.0,336333.0,5
786635.0,269352.0,3
824624.0,381716.0,4
797415.0,319840.0,5
800772.0,325023.0,5
806626.0,318966.0,5
800845.0,311838.0,5
769386.0,259892.0,3
797272.0,324228.0,5
807409.0,325526.0,5
795836.0,291870.0,5
798321.0,319665.0,5
805372.0,313397.0,5
790738.0,308028.0,5
800667.0,315995.0,5
795205.0,316433.0,5
809054.0,345541.0,5
808452.0,320117.0,5
779897.0,279572.0,5
782642.0,275308.0,5
797569.0,321799.0,5
801751.0,318110.0,5
787644.0,297715.0,5
807401.0,314610.0,5
800677.0,310656.0,5
800394.0,301473.0,5
795571.0,310093.0,5
814158.0,335578.0,5
811913.0,325091.0,5
806982.0,316680.0,5
775604.0,274485.0,3
800133.0,327081.0,5
806511.0,313841.0,5
803796.0,314893.0,5
802012.0,318315.0,5
826789.0,377676.0,4
814108.0,344096.0,5
804354.0,309671.0,5
807017.0,330432.0,5
803774.0,334756.0,5
817410.0,346944.0,4
841928.0,398948.0,4
816145.0,349032.0,4
818622.0,370753.0,4
786245.0,292352.0,5
784164.0,285702.0,5
805390.0,319676.0,5
790774.0,303642.0,5
803277.0,319525.0,5
833182.0,379714.0,4
773023.0,251826.0,3
801609.0,320399.0,5
778965.0,282290.0,5
814317.0,333112.0,5
805080.0,323708.0,5
801080.0,318049.0,5
799724.0,318884.0,5
798059.0,316113.0,5
806176.0,320301.0,5
769876.0,257669.0,3
825716.0,373098.0,4
791983.0,298565.0,5
801386.0,313545.0,5
804871.0,317801.0,5
810903.0,332925.0,5
838276.0,395673.0,4
810543.0,341180.0,5
777978.0,252419.0,3
820258.0,351165.0,4
801997.0,319385.0,5
779437.0,281959.0,5
810253.0,323873.0,5
794826.0,309589.0,5
814280.0,344223.0,5
832651.0,373469.0,4
794142.0,306704.0,5
802041.0,319504.0,5
804190.0,320706.0,5
798983.0,325682.0,5
840462.0,402858.0,4
799912.0,323363.0,5
804119.0,328544.0,5
804358.0,320802.0,5
803057.0,331037.0,5
803031.0,325811.0,5
784151.0,283760.0,5
800444.0,311497.0,5
802004.0,317772.0,5
803470.0,319069.0,5
811277.0,335577.0,5
803332.0,315488.0,5
800037.0,317963.0,5
813436.0,360446.0,4
800694.0,316789.0,5
838129.0,404012.0,4
764997.0,249477.0,3
800316.0,311699.0,5
806848.0,320541.0,5
805462.0,317833.0,5
798308.0,312788.0,5
802655.0,316263.0,5
801456.0,320080.0,5
801309.0,318213.0,5
840886.0,397888.0,4
829529.0,375007.0,4
830805.0,370801.0,4
804979.0,334141.0,5
804013.0,316083.0,5
808489.0,317021.0,5
770113.0,241615.0,3
804332.0,319006.0,5
833661.0,389733.0,4
797834.0,297329.0,5
794956.0,309980.0,5
801232.0,307078.0,5
809552.0,342258.0,5
794615.0,305632.0,5
809259.0,345634.0,5
811502.0,355939.0,4
801301.0,316893.0,5
803370.0,318247.0,5
804702.0,315881.0,5
797009.0,293194.0,5
813791.0,334609.0,5
812965.0,330224.0,5
826048.0,374236.0,4
800959.0,322309.0,5
803405.0,317316.0,5
802254.0,320673.0,5
783116.0,265635.0,3
798633.0,317300.0,5
801482.0,327644.0,5
798612.0,326404.0,5
799001.0,302014.0,5
802537.0,312497.0,5
799794.0,315080.0,5
793892.0,313943.0,5
804691.0,332987.0,5
793855.0,298525.0,5
796952.0,318633.0,5
800655.0,320227.0,5
801780.0,318992.0,5
805977.0,320805.0,5
796916.0,323332.0,5
820904.0,351763.0,4
808405.0,318841.0,5
765283.0,249459.0,3
824212.0,363776.0,4
798981.0,311092.0,5
797178.0,310439.0,5
800582.0,316980.0,5
803839.0,310353.0,5
796283.0,315582.0,5
801145.0,317601.0,5
801662.0,318423.0,5
801782.0,318281.0,5
803377.0,319212.0,5
803932.0,318781.0,5
806192.0,337849.0,5
789583.0,287700.0,5
801586.0,318947.0,5
804251.0,331304.0,5
799667.0,316830.0,5
759789.0,229116.0,3
799021.0,326404.0,5
793684.0,312065.0,5
806320.0,315242.0,5
786234.0,267976.0,3
821151.0,366545.0,4
801903.0,312794.0,5
782506.0,279930.0,5
803627.0,319323.0,5
794991.0,291216.0,5
794667.0,315069.0,5
799291.0,317500.0,5
798243.0,324160.0,5
804408.0,337683.0,5
818119.0,348676.0,4
810502.0,336169.0,5
793560.0,285392.0,5
801326.0,315779.0,5
808644.0,326320.0,5
813645.0,328765.0,5
800966.0,317165.0,5
797111.0,302781.0,5
802431.0,322048.0,5
811061.0,333595.0,5
786719.0,283364.0,5
773955.0,239849.0,3
803701.0,321815.0,5
783110.0,289805.0,5
800235.0,316652.0,5
807421.0,317527.0,5
797947.0,319734.0,5
805035.0,317469.0,5
801166.0,322298.0,5
846693.0,429031.0,4
801493.0,322249.0,5
806087.0,326636.0,5
810657.0,329468.0,5
801313.0,300606.0,5
800390.0,309948.0,5
801634.0,318965.0,5
799197.0,314215.0,5
795254.0,296488.0,5
807696.0,320548.0,5
800461.0,326821.0,5
801174.0,320442.0,5
809781.0,326904.0,5
826585.0,366934.0,4
804429.0,312164.0,5
788005.0,292268.0,5
801183.0,316191.0,5
378274.0,816341.0,1
406233.0,813072.0,1
401478.0,785370.0,1
448651.0,847994.0,1
434440.0,822866.0,1
369199.0,734895.0,1
413241.0,771595.0,1
369418.0,733394.0,1
378563.0,789670.0,1
424190.0,780052.0,1
415993.0,776671.0,1
421352.0,799127.0,1
432656.0,783776.0,1
383032.0,788008.0,1
414377.0,771258.0,1
425260.0,773661.0,1
469139.0,810971.0,1
442979.0,803024.0,1
347079.0,803582.0,1
412797.0,803180.0,1
352874.0,807952.0,1
442286.0,755194.0,1
416433.0,786159.0,1
419700.0,793447.0,1
422961.0,821595.0,1
400008.0,789447.0,1
429586.0,775621.0,1
457561.0,788245.0,1
415417.0,785827.0,1
389552.0,750700.0,1
415598.0,786499.0,1
443447.0,783977.0,1
404792.0,749210.0,1
389392.0,730768.0,1
473485.0,847098.0,1
491614.0,778997.0,1
437483.0,785130.0,1
452570.0,848127.0,1
417197.0,778243.0,1
405986.0,787439.0,1
437568.0,794323.0,1
420319.0,794333.0,1
418963.0,746595.0,1
469422.0,822619.0,1
397688.0,762902.0,1
418149.0,790096.0,1
407289.0,798870.0,1
360319.0,778673.0,1
473799.0,795167.0,1
445199.0,763833.0,1
446537.0,828924.0,1
410019.0,732704.0,1
396540.0,815936.0,1
407694.0,718592.0,1
417091.0,792545.0,1
442260.0,754050.0,1
411526.0,784658.0,1
407814.0,765816.0,1
394022.0,803914.0,1
481133.0,781413.0,1
396118.0,794614.0,1
458538.0,786673.0,1
419721.0,789724.0,1
424476.0,781552.0,1
377720.0,727349.0,1
448336.0,789445.0,1
412227.0,787450.0,1
408745.0,824896.0,1
417016.0,774869.0,1
395274.0,786698.0,1
412541.0,806622.0,1
412109.0,735920.0,1
407023.0,787385.0,1
376660.0,815936.0,1
396548.0,784388.0,1
508535.0,830710.0,1
414014.0,816460.0,1
440782.0,782395.0,1
436951.0,814456.0,1
393758.0,750953.0,1
418410.0,795929.0,1
425991.0,787029.0,1
414562.0,787355.0,1
408712.0,803987.0,1
377858.0,811790.0,1
417169.0,792321.0,1
460371.0,780609.0,1
388873.0,746909.0,1
395641.0,808571.0,1
386436.0,791388.0,1
440667.0,768761.0,1
438437.0,730300.0,1
370839.0,727884.0,1
422917.0,781112.0,1
391555.0,789079.0,1
402666.0,814060.0,1
474368.0,812039.0,1
406176.0,760860.0,1
463768.0,793154.0,1
446307.0,796523.0,1
402309.0,786873.0,1
413946.0,786971.0,1
425053.0,790566.0,1
416926.0,785113.0,1
424023.0,737453.0,1
417447.0,782955.0,1
415672.0,787824.0,1
416019.0,787562.0,1
417515.0,787648.0,1
459230.0,803720.0,1
447833.0,819282.0,1
418199.0,851439.0,1
417393.0,771537.0,1
441415.0,780207.0,1
399634.0,751940.0,1
373360.0,784232.0,1
419227.0,779215.0,1
434717.0,808225.0,1
397669.0,792218.0,1
412028.0,773494.0,1
407504.0,803363.0,1
365147.0,790525.0,1
459328.0,805961.0,1
429472.0,860855.0,1
480128.0,785580.0,1
344915.0,702496.0,1
410969.0,770451.0,1
407460.0,791404.0,1
420476.0,750495.0,1
397747.0,792207.0,1
408428.0,771823.0,1
397806.0,749559.0,1
426040.0,825049.0,1
407565.0,766203.0,1
414317.0,828815.0,1
410610.0,765111.0,1
412388.0,784064.0,1
406337.0,750353.0,1
422419.0,754048.0,1
416039.0,730594.0,1
414512.0,793966.0,1
398478.0,822297.0,1
424375.0,721868.0,1
403890.0,792420.0,1
400902.0,772920.0,1
402367.0,782997.0,1
472917.0,830363.0,1
418621.0,840463.0,1
329002.0,727685.0,1
418618.0,811618.0,1
425356.0,745471.0,1
470922.0,770669.0,1
400598.0,790903.0,1
412851.0,774986.0,1
492415.0,829655.0,1
400079.0,749617.0,1
417673.0,785965.0,1
424720.0,768456.0,1
386415.0,801444.0,1
426689.0,788562.0,1
430747.0,776261.0,1
405714.0,781619.0,1
429220.0,787348.0,1
427850.0,762201.0,1
434080.0,785264.0,1
473514.0,788780.0,1
412386.0,777312.0,1
430686.0,844506.0,1
409142.0,811927.0,1
422198.0,724557.0,1
392185.0,713763.0,1
412677.0,786951.0,1
399149.0,784376.0,1
382693.0,749680.0,1
527515.0,831478.0,1
448519.0,805219.0,1
430779.0,770145.0,1
413556.0,758080.0,1
392140.0,769924.0,1
416855.0,794023.0,1
389713.0,772742.0,1
398498.0,776720.0,1
473727.0,807244.0,1
389410.0,788256.0,1
377230.0,790154.0,1
415564.0,784464.0,1
456799.0,844976.0,1
444336.0,820061.0,1
404359.0,783919.0,1
453154.0,776082.0,1
425019.0,759577.0,1
415895.0,775793.0,1
420083.0,787815.0,1
506612.0,858859.0,1
436648.0,859634.0,1
403522.0,785432.0,1
401407.0,759648.0,1
403852.0,792473.0,1
367398.0,701756.0,1
412453.0,784453.0,1
382124.0,786262.0,1
416884.0,786845.0,1
448865.0,836781.0,1
383821.0,808301.0,1
414249.0,796590.0,1
457338.0,789952.0,1
396276.0,785999.0,1
390282.0,789593.0,1
409417.0,758123.0,1
397561.0,815245.0,1
397137.0,742547.0,1
402891.0,801910.0,1
385257.0,791581.0,1
409628.0,833942.0,1
369249.0,797068.0,1
460942.0,779073.0,1
423146.0,737571.0,1
420509.0,788730.0,1
422736.0,790806.0,1
401492.0,790336.0,1
394018.0,799506.0,1
385140.0,796221.0,1
430243.0,781020.0,1
416775.0,806826.0,1
425796.0,795608.0,1
411488.0,837715.0,1
433989.0,765343.0,1
415806.0,783594.0,1
417023.0,771194.0,1
415270.0,775605.0,1
391163.0,811977.0,1
405350.0,762342.0,1
414860.0,773921.0,1
371779.0,814715.0,1
415631.0,805010.0,1
387951.0,813315.0,1
472691.0,802678.0,1
471930.0,844046.0,1
432892.0,815223.0,1
366654.0,802105.0,1
411721.0,717873.0,1
426115.0,814461.0,1
375997.0,806621.0,1
385561.0,718324.0,1
375573.0,809249.0,1
437958.0,784801.0,1
363857.0,784086.0,1
430138.0,818594.0,1
435085.0,791564.0,1
414036.0,742189.0,1
425611.0,793420.0,1
439793.0,740773.0,1
467107.0,817914.0,1
387631.0,749416.0,1
430001.0,765803.0,1
384225.0,784381.0,1
417146.0,822655.0,1
427371.0,819417.0,1
399587.0,792459.0,1
474648.0,778810.0,1
345692.0,788190.0,1
409515.0,756149.0,1
469782.0,780552.0,1
468229.0,827985.0,1
414951.0,852935.0,1
409701.0,750741.0,1
442826.0,795974.0,1
459556.0,818479.0,1
423311.0,813081.0,1
476144.0,772131.0,1
391976.0,789416.0,1
448649.0,813885.0,1
496658.0,816784.0,1
410336.0,767856.0,1
430167.0,811490.0,1
357467.0,797530.0,1
404220.0,785798.0,1
446368.0,763341.0,1
439514.0,758221.0,1
424145.0,743433.0,1
470062.0,771204.0,1
421187.0,779726.0,1
396617.0,801039.0,1
394708.0,739061.0,1
394912.0,755947.0,1
425950.0,788228.0,1
408283.0,806161.0,1
419520.0,778231.0,1
441950.0,785934.0,1
409814.0,836083.0,1
395817.0,788858.0,1
422776.0,808328.0,1
363959.0,810632.0,1
422943.0,804253.0,1
407626.0,771304.0,1
347933.0,797148.0,1
457554.0,795861.0,1
394274.0,837428.0,1
445674.0,768552.0,1
416359.0,786189.0,1
419485.0,804779.0,1
376176.0,795539.0,1
349378.0,805118.0,1
456566.0,743012.0,1
484407.0,809641.0,1
403329.0,717870.0,1
392795.0,817694.0,1
372621.0,772258.0,1
461751.0,817277.0,1
489182.0,773934.0,1
427388.0,815258.0,1
418155.0,819422.0,1
437035.0,755506.0,1
416444.0,783624.0,1
777811.0,751059.0,7
823974.0,725025.0,7
749723.0,781756.0,7
875160.0,698897.0,7
828194.0,742074.0,7
800913.0,749332.0,7
831165.0,783383.0,7
793019.0,764859.0,7
810467.0,706465.0,7
803540.0,754792.0,7
844662.0,654835.0,7
803962.0,731228.0,7
823065.0,733789.0,7
822156.0,732296.0,7
811389.0,723618.0,7
779936.0,774397.0,7
854769.0,713941.0,7
803457.0,735855.0,7
790712.0,745884.0,7
815652.0,733433.0,7
841289.0,701474.0,7
832054.0,751330.0,7
786032.0,701427.0,7
824835.0,704997.0,7
832886.0,781206.0,7
818063.0,797960.0,7
857620.0,709386.0,7
828589.0,652430.0,7
836727.0,737798.0,7
776000.0,780347.0,7
824098.0,714042.0,7
830583.0,710990.0,7
862189.0,735684.0,7
815131.0,704478.0,7
828478.0,655405.0,7
784838.0,771499.0,7
880362.0,706363.0,7
767482.0,727417.0,7
825070.0,734215.0,7
813781.0,738344.0,7
840863.0,737972.0,7
840943.0,739611.0,7
828276.0,762021.0,7
822883.0,728314.0,7
854886.0,769396.0,7
829623.0,732301.0,7
835428.0,731189.0,7
818338.0,800932.0,7
823417.0,701523.0,7
812152.0,689907.0,7
829969.0,699565.0,7
861563.0,661642.0,7
816955.0,747629.0,7
774526.0,757135.0,7
803577.0,712231.0,7
798056.0,714380.0,7
881789.0,727577.0,7
858867.0,700187.0,7
834996.0,728517.0,7
839121.0,736259.0,7
841045.0,738224.0,7
840100.0,728839.0,7
874544.0,686096.0,7
862334.0,747768.0,7
820253.0,714625.0,7
817862.0,732248.0,7
844729.0,682981.0,7
846484.0,719360.0,7
793669.0,724513.0,7
821906.0,732848.0,7
826465.0,646980.0,7
820350.0,748217.0,7
814540.0,707227.0,7
838223.0,766380.0,7
869471.0,745767.0,7
816054.0,733183.0,7
801177.0,737548.0,7
848783.0,748980.0,7
814105.0,723255.0,7
838036.0,749612.0,7
840270.0,725456.0,7
789601.0,714058.0,7
827169.0,708345.0,7
789448.0,738035.0,7
835030.0,668528.0,7
848151.0,741869.0,7
816091.0,747764.0,7
801511.0,761094.0,7
822670.0,689090.0,7
873672.0,734440.0,7
808153.0,737136.0,7
755829.0,751858.0,7
814697.0,729209.0,7
832758.0,707452.0,7
848264.0,762550.0,7
799903.0,784535.0,7
802674.0,727804.0,7
828147.0,808738.0,7
820707.0,705318.0,7
824594.0,741664.0,7
804474.0,747122.0,7
823108.0,733302.0,7
839514.0,728923.0,7
827711.0,732798.0,7
851644.0,721350.0,7
816390.0,711340.0,7
798007.0,723995.0,7
790612.0,738038.0,7
821909.0,728448.0,7
865754.0,723314.0,7
735295.0,814058.0,6
877711.0,703850.0,7
792990.0,685472.0,7
809917.0,762429.0,7
789388.0,712210.0,7
879221.0,655497.0,7
876935.0,684572.0,7
819439.0,735945.0,7
807929.0,730950.0,7
850451.0,764015.0,7
811748.0,766105.0,7
824765.0,761114.0,7
848586.0,789052.0,7
812231.0,739235.0,7
873532.0,712802.0,7
842590.0,716861.0,7
832798.0,734777.0,7
817640.0,730018.0,7
824322.0,744720.0,7
777697.0,798253.0,7
868493.0,677155.0,7
805658.0,698630.0,7
840349.0,790707.0,7
796953.0,726378.0,7
832589.0,782799.0,7
817441.0,709397.0,7
856029.0,730586.0,7
805089.0,762512.0,7
854628.0,773470.0,7
846090.0,651306.0,7
796943.0,674692.0,7
827192.0,785316.0,7
818209.0,719382.0,7
795200.0,786424.0,7
817777.0,724927.0,7
846512.0,683647.0,7
825080.0,746712.0,7
824674.0,806300.0,7
822616.0,735941.0,7
805391.0,732659.0,7
823250.0,732088.0,7
850376.0,739749.0,7
821337.0,733356.0,7
796786.0,724615.0,7
862425.0,741010.0,7
825690.0,703854.0,7
800872.0,672603.0,7
825395.0,715780.0,7
843911.0,730036.0,7
820238.0,732928.0,7
848570.0,703697.0,7
825515.0,738284.0,7
820367.0,732364.0,7
822025.0,749214.0,7
837718.0,761480.0,7
871723.0,685520.0,7
850904.0,720163.0,7
816775.0,739989.0,7
822103.0,732911.0,7
815455.0,755486.0,7
835648.0,756631.0,7
868626.0,737331.0,7
825997.0,730652.0,7
817252.0,730254.0,7
877906.0,722361.0,7
808440.0,729985.0,7
791470.0,751113.0,7
841654.0,764836.0,7
825429.0,732758.0,7
751215.0,828365.0,6
804706.0,788001.0,7
820194.0,734233.0,7
869991.0,705259.0,7
809779.0,663654.0,7
822078.0,711840.0,7
866139.0,717138.0,7
829379.0,718721.0,7
837582.0,763266.0,7
783999.0,732487.0,7
800231.0,732106.0,7
862569.0,719773.0,7
838764.0,652792.0,7
849343.0,713993.0,7
828297.0,715480.0,7
821259.0,750089.0,7
874643.0,729921.0,7
819058.0,729125.0,7
